,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster,income_after_onehot,income_before_onehot
14351,White,Female,70,Private,6,Priv-house-serv,<=50K,<=50K,0.7852701420031816,-0.3428746259848711,0,0,0
38113,White,Male,20,Private,3,Machine-op-inspct,<=50K,<=50K,0.03305786683671947,-0.6305173477926654,0,0,0
44013,White,Male,10,Private,7,Sales,<=50K,<=50K,0.49117390556844787,-0.7743041393558598,0,0,0
10747,White,Female,50,Private,9,Adm-clerical,<=50K,<=50K,-0.038093290154053126,-0.3673156785810011,0,0,0
26699,Non-White,Female,30,Private,9,Adm-clerical,<=50K,<=50K,0.009224147549877031,-0.5740132013122801,0,0,0
8729,White,Female,20,Private,13,Prof-specialty,<=50K,<=50K,-0.24180072866198438,0.3575275256276774,1,0,0
36524,White,Male,20,Private,10,Handlers-cleaners,<=50K,<=50K,0.03967763440441211,-0.587059012019207,0,0,0
13640,White,Male,30,State-gov,11,Protective-serv,<=50K,<=50K,-0.48500774264528185,0.5894556462478325,1,0,0
29113,White,Male,20,Private,9,Farming-fishing,<=50K,<=50K,-0.05395717628661159,-0.29291446899235796,0,0,0
44140,White,Male,40,State-gov,10,Transport-moving,<=50K,<=50K,-0.3016554271648767,0.2689457497276252,1,0,0
8526,White,Female,20,Private,9,Adm-clerical,<=50K,<=50K,0.08760192039444845,-0.5808078937541189,0,0,0
11255,White,Male,30,Private,10,Sales,<=50K,<=50K,-0.14639448389915982,-0.2672467027543155,0,0,0
26711,White,Female,20,Private,13,Sales,<=50K,<=50K,-0.07941776293196179,-0.19364396640548232,0,0,0
45491,Non-White,Male,50,Self-emp-not-inc,9,Sales,<=50K,<=50K,-0.18030801793109336,-0.0322164909364429,0,0,0
24281,White,Female,10,Private,10,Adm-clerical,<=50K,<=50K,0.44293591698146656,-0.7061642169815047,0,0,0
12030,White,Male,30,Private,10,Prof-specialty,<=50K,<=50K,-0.3087774496291824,0.2839247892788443,1,0,0
22516,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.04915881116400128,-0.4014319453865521,0,0,0
46395,White,Male,30,State-gov,9,Other-service,<=50K,<=50K,-0.2036879228070505,-0.04265758967734391,0,0,0
20432,Non-White,Male,20,Private,10,Sales,<=50K,<=50K,0.044132439366907535,-0.4959485572996058,0,0,0
35099,White,Male,20,Local-gov,13,Prof-specialty,<=50K,<=50K,-0.45695402028606147,0.8502995711420693,1,0,0
8834,White,Female,20,Private,10,Prof-specialty,<=50K,<=50K,-0.06063976841413245,0.09116325883258548,0,0,0
14335,White,Female,20,Private,10,Exec-managerial,<=50K,<=50K,-0.003713283978663487,-0.1788280031901205,0,0,0
6910,White,Female,30,Private,9,Other-service,<=50K,<=50K,0.030076529133913756,-0.5740239768666923,0,0,0
11161,White,Male,50,Private,4,Farming-fishing,<=50K,<=50K,-0.05792345840609929,0.05851734202520493,0,0,0
36412,White,Male,40,Private,4,Craft-repair,<=50K,<=50K,-0.12471275428763955,-0.08077752474678189,0,0,0
15796,White,Female,20,Private,7,Other-service,<=50K,<=50K,0.38888792080796536,-0.8429701563885116,0,0,0
8134,White,Male,20,Private,10,Adm-clerical,<=50K,<=50K,0.012205086631448873,-0.4494171698752551,0,0,0
16299,White,Male,40,Private,7,Transport-moving,<=50K,<=50K,0.0044942358383581954,-0.39498275346345324,0,0,0
12372,White,Male,10,Private,9,Machine-op-inspct,<=50K,<=50K,0.2862940551811198,-0.7900819691266376,0,0,0
26490,White,Female,20,Private,10,Exec-managerial,<=50K,<=50K,-0.003713283978663487,-0.1788280031901205,0,0,0
10762,White,Female,50,Local-gov,13,Adm-clerical,<=50K,<=50K,-0.2824337094695206,0.37318484370195826,1,0,0
22953,White,Male,20,Private,6,Craft-repair,<=50K,<=50K,0.09357412218190374,-0.5290631362877101,0,0,0
24545,Non-White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.03137273534998431,-0.5687629933644474,0,0,0
9535,White,Male,20,Private,11,Handlers-cleaners,<=50K,<=50K,-0.08503819599887566,-0.4910027430505404,0,0,0
37227,White,Male,60,State-gov,10,Protective-serv,<=50K,<=50K,-0.0946731505539696,0.7041432331221591,1,0,0
44871,White,Male,40,Private,9,Other-service,<=50K,<=50K,-0.10815082812641856,-0.3776667016860679,0,0,0
3030,White,Male,20,Private,10,Transport-moving,<=50K,<=50K,-0.022581936227721876,-0.4264996722305237,0,0,0
10107,White,Male,30,Self-emp-not-inc,9,Farming-fishing,<=50K,<=50K,-0.24886627169469927,0.13145112261742142,1,0,0
27872,White,Female,50,Private,9,Sales,<=50K,<=50K,-0.06224051262934245,-0.3028934849536261,0,0,0
47884,White,Male,20,Private,13,Tech-support,<=50K,<=50K,-0.24164128496556997,-0.05747977106717522,0,0,0
40919,White,Female,20,State-gov,14,Prof-specialty,<=50K,<=50K,-0.430145010097169,1.1104711728178325,1,0,0
47757,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.0013891350076811015,-0.6434364789453766,0,0,0
27609,White,Male,20,Private,13,Tech-support,<=50K,<=50K,-0.24164128496556997,-0.05747977106717522,0,0,0
41177,White,Female,10,Private,10,Sales,<=50K,<=50K,0.4187886945061773,-0.6417420233541297,0,0,0
10375,White,Female,30,Private,14,Adm-clerical,<=50K,<=50K,-0.25798805116594276,0.15627263041420805,1,0,0
32081,White,Female,20,Private,12,Adm-clerical,<=50K,<=50K,0.040951613345700306,-0.42589770004905486,0,0,0
5266,White,Male,40,Private,10,Exec-managerial,>50K,<=50K,-0.27639298929431516,0.13527754548406842,1,0,1
24993,White,Male,50,Self-emp-inc,6,Sales,<=50K,<=50K,-0.1140305783090237,0.1313082827939528,0,0,0
16782,White,Male,10,Private,10,Protective-serv,<=50K,<=50K,0.2112850517848461,-0.2624358166046082,0,0,0
44269,White,Male,10,Self-emp-not-inc,9,Craft-repair,<=50K,<=50K,0.16914143927678651,-0.3329258843500624,0,0,0
2806,White,Male,30,Private,9,Handlers-cleaners,<=50K,<=50K,-0.13306321304763827,-0.5256882054518119,0,0,0
45625,White,Male,50,Private,9,Other-service,<=50K,<=50K,-0.07485166651899901,-0.40326677823444484,0,0,0
41551,White,Male,10,Private,8,Prof-specialty,<=50K,<=50K,0.28734911409049657,-0.22641091090481247,0,0,0
852,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.0013891350076811015,-0.6434364789453766,0,0,0
39515,White,Female,20,Private,10,Exec-managerial,<=50K,<=50K,-0.003713283978663487,-0.1788280031901205,0,0,0
33878,White,Male,30,Private,10,Prof-specialty,<=50K,<=50K,-0.3087774496291824,0.2839247892788443,1,0,0
16819,White,Male,20,Private,9,Transport-moving,<=50K,<=50K,-0.060870435624452886,-0.48287713915669334,0,0,0
23248,White,Male,20,Self-emp-not-inc,4,Farming-fishing,<=50K,<=50K,0.007315004789633968,0.15164244496830181,0,0,0
20835,White,Male,20,Private,11,Sales,<=50K,<=50K,-0.13665796624712823,-0.28893870727921356,0,0,0
7200,White,Female,40,Private,9,Sales,<=50K,<=50K,-0.09553967423676198,-0.2772934084052492,0,0,0
2256,White,Female,30,Local-gov,9,Other-service,<=50K,<=50K,-0.07139142933043284,-0.15626518830499458,0,0,0
21209,White,Female,30,Private,10,Adm-clerical,<=50K,<=50K,-0.008561928264139934,-0.4066821533343847,0,0,0
30825,White,Male,30,Private,12,Sales,<=50K,<=50K,-0.23133329034463898,-0.16871397597542107,0,0,0
25572,White,Male,20,Private,9,Other-service,<=50K,<=50K,0.050843544029502565,-0.6167589934075627,0,0,0
47426,White,Male,30,Private,9,Other-service,<=50K,<=50K,-0.08360880402581682,-0.49901071991399804,0,0,0
15315,White,Male,70,Self-emp-not-inc,9,Farming-fishing,<=50K,<=50K,0.22407913417957578,0.518853733796627,1,0,0
37549,White,Female,30,Private,11,Adm-clerical,<=50K,<=50K,-0.1332777586674277,-0.3106258843657181,0,0,0
33134,White,Female,50,Private,9,Adm-clerical,<=50K,<=50K,-0.038093290154053126,-0.3673156785810011,0,0,0
13485,Non-White,Female,50,Private,10,Other-service,<=50K,<=50K,0.13319674124821057,-0.5328561493126952,0,0,0
13618,White,Male,20,Self-emp-inc,9,Machine-op-inspct,<=50K,<=50K,-0.14987760727175398,-0.17790594420320924,0,0,0
12382,White,Male,30,Private,14,Prof-specialty,>50K,<=50K,-0.5582035725309852,0.846879573027437,1,0,1
29471,White,Male,70,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.079192684829877,1.098142640000309,1,0,1
38632,White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.044310328177808,0.652612968501063,2,0,0
3575,Non-White,Female,40,Private,8,Adm-clerical,<=50K,<=50K,0.16759934132007884,-0.607145352694717,0,0,0
40765,White,Male,50,Private,4,Craft-repair,<=50K,<=50K,-0.09141359268021998,-0.10637760129515882,0,0,0
30530,White,Female,20,Private,10,Other-service,<=50K,<=50K,0.20281737658596416,-0.6353947834340873,0,0,0
17700,Non-White,Male,50,Federal-gov,9,Adm-clerical,<=50K,<=50K,-0.17300080382567473,-0.18455729713769403,0,0,0
16682,White,Male,20,Private,9,Adm-clerical,<=50K,<=50K,-0.026083412765282137,-0.5057946368014248,0,0,0
23573,White,Male,30,Private,13,Tech-support,>50K,<=50K,-0.37609363302088933,0.06026850242638942,1,0,1
10847,White,Male,20,Local-gov,9,Protective-serv,<=50K,<=50K,-0.24551690326651857,0.28067929518447526,1,0,0
34093,Non-White,Female,20,Private,13,Adm-clerical,<=50K,<=50K,0.0008040347540755283,-0.3690197410845831,0,0,0
47858,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942135843840447,-0.3849949762478801,0,0,0
48688,White,Male,80,Private,13,Exec-managerial,<=50K,<=50K,-0.26329668193310307,0.30789409399455603,1,0,0
26863,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589041979117946,-0.5244304268279493,0,0,0
15807,White,Female,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.11507446816741168,-0.7184497358980708,0,0,0
31259,White,Male,50,State-gov,13,Exec-managerial,>50K,<=50K,-0.5443339067159813,0.8323948659674376,1,0,1
4960,Non-White,Female,30,Private,6,Other-service,<=50K,<=50K,0.26717253708729777,-0.7562312818934064,0,0,0
641,Non-White,Female,30,Unknown,7,Unknown,<=50K,<=50K,2.2656884327149682,0.3768190310357834,2,0,0
32446,Non-White,Female,30,Federal-gov,9,Exec-managerial,<=50K,<=50K,-0.1976763119426049,-0.009712072132112616,0,0,0
11000,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442009167285,-0.6083481789730824,0,0,0
3019,White,Male,30,Local-gov,9,Other-service,<=50K,<=50K,-0.1850767624901634,-0.08125193135230037,0,0,0
25919,White,Male,20,Private,13,Adm-clerical,<=50K,<=50K,-0.16895587361640305,-0.18305290308016317,0,0,0
17926,White,Male,10,Private,10,Handlers-cleaners,<=50K,<=50K,0.3567231315946992,-0.7687928021727624,0,0,0
10424,White,Female,20,Private,9,Sales,<=50K,<=50K,0.06345469791915911,-0.5163857001267439,0,0,0
7289,White,Male,10,Private,9,Adm-clerical,<=50K,<=50K,0.29096208442500493,-0.6875284269549801,0,0,0
39224,White,Female,30,Private,10,Adm-clerical,<=50K,<=50K,-0.008561928264139934,-0.4066821533343847,0,0,0
11471,White,Male,20,Private,10,Tech-support,<=50K,<=50K,-0.060480324717718054,-0.3238440378622672,0,0,0
439,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,0,1
32598,White,Male,30,State-gov,13,Prof-specialty,<=50K,<=50K,-0.6100175286582681,1.0066421863105905,1,0,0
18084,White,Male,70,Local-gov,4,Protective-serv,<=50K,<=50K,0.214705082981451,0.9237697757016906,1,0,0
48298,White,Male,20,Private,8,Farming-fishing,<=50K,<=50K,0.12896004158419191,-0.44739063860272504,0,0,0
45301,White,Male,20,Private,11,Machine-op-inspct,<=50K,<=50K,-0.11717877301572405,-0.45591444307824613,0,0,0
23803,White,Male,20,Private,9,Exec-managerial,<=50K,<=50K,-0.15568711653512507,-0.16019221316359594,0,0,0
14901,Non-White,Male,50,Local-gov,11,Exec-managerial,<=50K,<=50K,-0.413203041343782,0.5125389454143301,1,0,0
7229,White,Male,20,Private,10,Prof-specialty,<=50K,<=50K,-0.17432510157386302,0.16617651578527964,1,0,0
12297,White,Female,50,Local-gov,9,Adm-clerical,<=50K,<=50K,-0.1395612486183997,0.05044310998069659,0,0,0
828,White,Male,20,Private,11,Craft-repair,<=50K,<=50K,-0.17387464156728905,-0.3053756764178855,0,0,0
9493,White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.044310328177808,0.652612968501063,2,0,0
3727,White,Male,60,Private,6,Craft-repair,<=50K,<=50K,0.22474053581460887,-0.20057100695115224,0,0,0
16172,White,Male,20,Private,10,Prof-specialty,<=50K,<=50K,-0.17432510157386302,0.16617651578527964,1,0,0
43484,Non-White,Male,30,State-gov,14,Prof-specialty,<=50K,<=50K,-0.622208116101471,1.1922791222123654,1,0,0
38649,Non-White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.057463710218429075,-0.7543900599971023,0,0,0
41547,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,0,1
3942,White,Male,30,Self-emp-not-inc,7,Farming-fishing,<=50K,<=50K,-0.024507228075967058,-0.01974678341083327,0,0,0
5158,Non-White,Female,50,Private,9,Machine-op-inspct,<=50K,<=50K,0.013313255812809696,-0.5808228018043844,0,0,0
26987,White,Male,10,Private,9,Handlers-cleaners,<=50K,<=50K,0.3184346321979682,-0.825170269098932,0,0,0
33525,White,Male,10,Private,9,Craft-repair,<=50K,<=50K,0.2295981866295548,-0.639543202466277,0,0,0
32640,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942135843840447,-0.3849949762478801,0,0,0
38352,White,Male,30,Private,10,Sales,<=50K,<=50K,-0.14639448389915982,-0.2672467027543155,0,0,0
12874,White,Female,20,Private,13,Tech-support,<=50K,<=50K,-0.12795595180583938,-0.1324930280198694,0,0,0
5295,White,Female,30,Private,7,Other-service,<=50K,<=50K,0.25443557275264594,-0.7252218828949469,0,0,0
34624,White,Male,70,Self-emp-not-inc,10,Farming-fishing,<=50K,<=50K,0.2623676335763068,0.5752312007227967,1,0,0
17925,Non-White,Female,50,Private,6,Adm-clerical,<=50K,<=50K,0.19900271779933087,-0.5495229836077152,0,0,0
29921,White,Female,40,Local-gov,9,Transport-moving,<=50K,<=50K,-0.20764743308499,0.09896068417380492,0,0,0
24033,White,Male,50,Unknown,4,Unknown,<=50K,<=50K,2.0020555466615892,0.9476673125924563,2,0,0
9597,White,Female,40,Self-emp-not-inc,13,Farming-fishing,<=50K,<=50K,-0.3025954234866913,0.500523617613919,1,0,0
34873,Non-White,Female,20,Private,9,Other-service,<=50K,<=50K,0.22060345239998114,-0.8027258314119826,0,0,0
42160,Non-White,Female,50,Private,9,Craft-repair,<=50K,<=50K,-0.04338261273875531,-0.4302840351440238,0,0,0
47461,White,Male,30,Private,6,Craft-repair,<=50K,<=50K,-0.04087822587341563,-0.4113148627941455,0,0,0
17371,Non-White,Male,20,Self-emp-not-inc,13,Prof-specialty,<=50K,<=50K,-0.35986823396373524,0.6282045196448606,1,0,0
2214,White,Male,40,State-gov,10,Transport-moving,<=50K,<=50K,-0.3016554271648767,0.2689457497276252,1,0,0
38942,White,Female,20,Private,13,Adm-clerical,<=50K,<=50K,-0.055270540456672464,-0.2580661600328573,0,0,0
30455,White,Female,10,Private,5,Other-service,<=50K,<=50K,0.6114010289160409,-0.9021666184106514,0,0,0
13529,White,Female,20,State-gov,13,Adm-clerical,<=50K,<=50K,-0.17534965923790619,0.1982869702037968,1,0,0
46520,White,Male,40,Private,3,Handlers-cleaners,<=50K,<=50K,-0.09379592830235325,-0.426513356043465,0,0,0
15290,Non-White,Male,50,Private,10,Other-service,<=50K,<=50K,0.019511408088479985,-0.457842892360001,0,0,0
13265,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745596631587,0.9682235912553672,1,0,1
19283,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.0874473105607323,-0.4578094123127217,0,0,0
8494,White,Female,30,Private,9,Adm-clerical,<=50K,<=50K,-0.04685042766087094,-0.46305962026055425,0,0,0
45127,White,Male,20,Unknown,12,Unknown,<=50K,<=50K,1.9593715217323286,0.7511456952799574,2,0,0
14608,White,Female,40,Private,8,Adm-clerical,<=50K,<=50K,0.11152476610933086,-0.4961917716429912,0,0,0
25162,White,Female,50,Private,6,Other-service,<=50K,<=50K,0.2198550993833676,-0.5495337591621274,0,0,0
33707,White,Female,20,Private,10,Other-service,<=50K,<=50K,0.20281737658596416,-0.6353947834340873,0,0,0
27638,White,Female,40,Private,4,Other-service,<=50K,<=50K,0.1272634334623259,-0.3147403627943171,0,0,0
3349,White,Male,50,State-gov,10,Exec-managerial,>50K,<=50K,-0.36317294646812937,0.5660305991723457,1,0,1
5483,White,Female,50,State-gov,4,Other-service,<=50K,<=50K,0.0404834762885117,0.11601269089396009,0,0,0
43282,White,Female,20,Private,10,Farming-fishing,<=50K,<=50K,0.09801665626985,-0.3115502590188825,0,0,0
4829,Non-White,Male,30,Private,10,Machine-op-inspct,<=50K,<=50K,-0.07084071545700767,-0.5451760196050738,0,0,0
3014,Non-White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.18196499500192745,-0.6353840078796751,0,0,0
14726,White,Female,40,State-gov,9,Other-service,<=50K,<=50K,-0.1145446137479217,0.003673171597891975,0,0,0
32371,White,Female,50,Private,10,Adm-clerical,<=50K,<=50K,0.00019520924267788151,-0.3109382116548315,0,0,0
5962,White,Male,30,Private,10,Sales,<=50K,<=50K,-0.14639448389915982,-0.2672467027543155,0,0,0
25808,White,Female,40,Private,10,Other-service,<=50K,<=50K,0.04382300443004305,-0.3963024917125925,0,0,0
30118,White,Male,50,Self-emp-not-inc,10,Craft-repair,<=50K,<=50K,-0.23531076906527112,0.11867758790278046,1,0,0
35820,White,Male,20,Private,9,Protective-serv,<=50K,<=50K,-0.14404894480217198,-0.13707949337722242,0,0,0
16673,White,Female,20,Unknown,9,Unknown,<=50K,<=50K,2.1197071619408074,0.5212222446221992,2,0,0
25814,Non-White,Female,40,Federal-gov,9,Other-service,<=50K,<=50K,-0.015687675478579004,-0.34493483414814924,0,0,0
34500,Non-White,Female,30,Private,9,Adm-clerical,<=50K,<=50K,0.009224147549877031,-0.5740132013122801,0,0,0
21576,White,Male,20,Self-emp-not-inc,10,Farming-fishing,<=50K,<=50K,-0.07612542424264888,0.07008031605002639,0,0,0
34066,White,Female,10,Private,10,Adm-clerical,<=50K,<=50K,0.44293591698146656,-0.7061642169815047,0,0,0
16452,Non-White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.03137273534998431,-0.5687629933644474,0,0,0
44407,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.16452887718923315,-0.6917722503602569,0,0,0
19745,White,Female,20,Private,13,Prof-specialty,<=50K,<=50K,-0.24180072866198438,0.3575275256276774,1,0,0
25274,White,Male,20,Private,6,Machine-op-inspct,<=50K,<=50K,0.15026999073346875,-0.6796019029480707,0,0,0
18159,Non-White,Male,20,Federal-gov,13,Exec-managerial,<=50K,<=50K,-0.319781757898137,0.2702946450482785,1,0,0
